Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Manizales, Centro Galer¡as;10573
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Marinilla (Antioquia);9763
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Medell¡n, Central Mayorista de Antioquia;10480
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";10550
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Pe¤ol (Antioquia);10300
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Pereira, Mercasa;11135
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;San Vicente (Antioquia);10281
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Tunja, Complejo de Servicios del Sur;7827
1/03/2022;GRANOS Y CEREALES;Fr¡jol cargamanto rojo;Villavicencio, CAV;9700
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Armenia, Mercar;8645
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Bogot , D.C., Corabastos;7680
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Bogot , D.C., Paloquemao;7840
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Bogot , D.C., Plaza Espa¤a;8225
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Bogot , D.C., Plaza Las Flores;8027
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Cartago (Valle del Cauca);7757
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Florencia (Caquet );7363
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Manizales, Centro Galer¡as;8546
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Medell¡n, Central Mayorista de Antioquia;7680
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Neiva, Surabastos;7896
1/03/2022;GRANOS Y CEREALES;Fr¡jol nima calima;Villavicencio, CAV;8001
1/03/2022;GRANOS Y CEREALES;Fr¡jol palomito importado;Barranquilla, Barranquillita;6033
1/03/2022;GRANOS Y CEREALES;Fr¡jol palomito importado;Barranquilla, Granabastos;5887
1/03/2022;GRANOS Y CEREALES;Fr¡jol palomito importado;Cartagena, Bazurto;6400
1/03/2022;GRANOS Y CEREALES;Fr¡jol palomito importado;Santa Marta (Magdalena);5618
1/03/2022;GRANOS Y CEREALES;Fr¡jol radical;Bogot , D.C., Corabastos;7143
1/03/2022;GRANOS Y CEREALES;Fr¡jol radical;Bogot , D.C., Paloquemao;7304
1/03/2022;GRANOS Y CEREALES;Fr¡jol radical;Bucaramanga, Centroabastos;7454
1/03/2022;GRANOS Y CEREALES;Fr¡jol radical;Medell¡n, Central Mayorista de Antioquia;7350
1/03/2022;GRANOS Y CEREALES;Fr¡jol Uribe rosado;Cartago (Valle del Cauca);7740
1/03/2022;GRANOS Y CEREALES;Fr¡jol Uribe rosado;Medell¡n, Central Mayorista de Antioquia;6825
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Barranquilla, Barranquillita;7694
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Barranquilla, Granabastos;7458
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Cartagena, Bazurto;8250
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;C£cuta, Cenabastos;7767
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;C£cuta, La Nueva Sexta;7917
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Monter¡a, Mercado del Sur;7627
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Santa Marta (Magdalena);7030
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Sincelejo, Nuevo Mercado;7469
1/03/2022;GRANOS Y CEREALES;Fr¡jol Zaragoza;Valledupar, Mercado Nuevo;8000
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Arauca (Arauca);7942
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Armenia, Mercar;6681
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Corabastos;7008
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Paloquemao;7308
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Plaza Espa¤a;7116
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Bogot , D.C., Plaza Las Flores;7433
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Bucaramanga, Centroabastos;5732
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Bucaramanga, Mercados del centro;6180
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Cartago (Valle del Cauca);5743
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;C£cuta, Cenabastos;5950
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;C£cuta, La Nueva Sexta;6042
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Medell¡n, Central Mayorista de Antioquia;5388
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";5648
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Neiva, Surabastos;5832
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Pamplona (Norte de Santander);6109
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Pereira, Mercasa;6217
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Tunja, Complejo de Servicios del Sur;7040
1/03/2022;GRANOS Y CEREALES;Garbanzo importado;Villavicencio, CAV;5806
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Arauca (Arauca);6138
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Armenia, Mercar;6787
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Barranquilla, Barranquillita;5653
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Barranquilla, Granabastos;5863
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Corabastos;5798
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Paloquemao;6516
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Plaza Espa¤a;6310
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Bogot , D.C., Plaza Las Flores;6327
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Bucaramanga, Centroabastos;6523
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Bucaramanga, Mercados del centro;6553
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);5630
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Cali, La Floresta;5900
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Cali, Santa Elena;6139
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Cali, Silo‚;6272
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Cartagena, Bazurto;5880
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Cartago (Valle del Cauca);6053
1/03/2022;GRANOS Y CEREALES;Lenteja importada;C£cuta, Cenabastos;5825
1/03/2022;GRANOS Y CEREALES;Lenteja importada;C£cuta, La Nueva Sexta;5857
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Florencia (Caquet );5456
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Ibagu‚, Plaza La 21;5766
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Manizales, Centro Galer¡as;6013
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Medell¡n, Central Mayorista de Antioquia;5514
1/03/2022;GRANOS Y CEREALES;Lenteja importada;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";5648
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Monter¡a, Mercado del Sur;5677
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Neiva, Surabastos;5940
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Palmira (Valle del Cauca);6233
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Pamplona (Norte de Santander);6174
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Pasto, El Potrerillo;5224
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Pereira, Mercasa;6423
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Popay n, Plaza de mercado del barrio Bol¡var;5792
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Santa Marta (Magdalena);4539
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Sincelejo, Nuevo Mercado;5751
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Tulu  (Valle del Cauca);6175
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Tunja, Complejo de Servicios del Sur;6147
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Valledupar, Mercado Nuevo;6067
1/03/2022;GRANOS Y CEREALES;Lenteja importada;Villavicencio, CAV;6242
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Bogot , D.C., Corabastos;1948
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Bogot , D.C., Paloquemao;2139
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Manizales, Centro Galer¡as;1904
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Medell¡n, Central Mayorista de Antioquia;1720
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";1840
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Monter¡a, Mercado del Sur;1814
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Neiva, Surabastos;1510
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Sincelejo, Nuevo Mercado;1764
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara;Valledupar, Mercado Nuevo;1680
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo c scara importado;Medell¡n, Central Mayorista de Antioquia;1551
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Armenia, Mercar;2308
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Barranquilla, Barranquillita;2336
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Barranquilla, Granabastos;2283
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Cali, La Floresta;2233
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Cali, Santa Elena;2200
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Cali, Silo‚;2233
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Cartagena, Bazurto;2775
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Medell¡n, Central Mayorista de Antioquia;2080
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";2180
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Monter¡a, Mercado del Sur;2150
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Pereira, Mercasa;2131
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Santa Marta (Magdalena);2042
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Sincelejo, Nuevo Mercado;2185
1/03/2022;GRANOS Y CEREALES;Ma¡z amarillo trillado;Tulu  (Valle del Cauca);1908
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco c scara;Medell¡n, Central Mayorista de Antioquia;1798
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco retrillado;Cartago (Valle del Cauca);2124
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Armenia, Mercar;2630
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Barranquilla, Barranquillita;2653
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Barranquilla, Granabastos;2584
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Bogot , D.C., Corabastos;2271
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Bogot , D.C., Paloquemao;2744
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Bogot , D.C., Plaza Espa¤a;2716
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Cali, La Floresta;2333
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Cali, Santa Elena;2295
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Cali, Silo‚;2344
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Cartagena, Bazurto;2980
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Cartago (Valle del Cauca);2045
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;C£cuta, Cenabastos;2692
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;C£cuta, La Nueva Sexta;2924
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Florencia (Caquet );2170
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Ibagu‚, Plaza La 21;1971
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Manizales, Centro Galer¡as;2328
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Medell¡n, Central Mayorista de Antioquia;2338
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";2480
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Monter¡a, Mercado del Sur;2361
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Neiva, Surabastos;2302
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Palmira (Valle del Cauca);2435
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Pereira, Mercasa;2605
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Popay n, Plaza de mercado del barrio Bol¡var;2281
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Santa Marta (Magdalena);2496
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Sincelejo, Nuevo Mercado;2387
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Tulu  (Valle del Cauca);2013
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Tunja, Complejo de Servicios del Sur;2460
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Valledupar, Mercado Nuevo;2400
1/03/2022;GRANOS Y CEREALES;Ma¡z blanco trillado;Villavicencio, CAV;2297
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Bogot , D.C., Corabastos;4020
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Bogot , D.C., Paloquemao;4772
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Bucaramanga, Centroabastos;4799
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Bucaramanga, Mercados del centro;4774
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;C£cuta, Cenabastos;4163
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;C£cuta, La Nueva Sexta;4156
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Medell¡n, Central Mayorista de Antioquia;4197
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";4224
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Monter¡a, Mercado del Sur;4590
1/03/2022;GRANOS Y CEREALES;Ma¡z pira;Villavicencio, CAV;4574
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);512
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco A;Cartago (Valle del Cauca);469
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco A;Manizales, Centro Galer¡as;430
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco A;Medell¡n, Central Mayorista de Antioquia;473
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco A;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";468
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco A;Pereira, La 41;467
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco AA;Cartago (Valle del Cauca);488
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco AA;Manizales, Centro Galer¡as;473
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco AA;Medell¡n, Central Mayorista de Antioquia;493
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco AA;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";487
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco AA;Pereira, La 41;500
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco B;Medell¡n, Central Mayorista de Antioquia;446
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco B;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";445
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco B;Pereira, La 41;434
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco extra;Manizales, Centro Galer¡as;490
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco extra;Medell¡n, Central Mayorista de Antioquia;522
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco extra;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";523
1/03/2022;LACTEOS Y HUEVOS;Huevo blanco extra;Pereira, La 41;540
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Armenia, Mercar;408
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Bogot , D.C., Corabastos;446
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Bogot , D.C., Paloquemao;456
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Bogot , D.C., Plaza Las Flores;456
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Bucaramanga, Centroabastos;414
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Cali, Santa Elena;434
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Cali, Silo‚;437
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Cartagena, Bazurto;470
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Cartago (Valle del Cauca);469
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;C£cuta, Cenabastos;446
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;C£cuta, La Nueva Sexta;448
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Ibagu‚, Plaza La 21;467
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Medell¡n, Central Mayorista de Antioquia;473
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";468
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Monter¡a, Mercado del Sur;461
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Neiva, Surabastos;448
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Pamplona (Norte de Santander);444
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Pasto, El Potrerillo;436
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Popay n, Plaza de mercado del barrio Bol¡var;424
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Sincelejo, Nuevo Mercado;456
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Tulu  (Valle del Cauca);454
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Valledupar, Mercado Nuevo;449
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo A;Villavicencio, CAV;438
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Armenia, Mercar;426
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Bogot , D.C., Corabastos;460
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Bogot , D.C., Paloquemao;485
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Bogot , D.C., Plaza Las Flores;489
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Cali, Galer¡a Alameda;466
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Cali, La Floresta;467
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Cali, Santa Elena;469
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Cali, Silo‚;473
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Cartagena, Bazurto;475
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Cartago (Valle del Cauca);488
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;C£cuta, Cenabastos;457
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Ibagu‚, Plaza La 21;478
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Medell¡n, Central Mayorista de Antioquia;493
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";487
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Monter¡a, Mercado del Sur;492
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Neiva, Surabastos;473
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Palmira (Valle del Cauca);486
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Pamplona (Norte de Santander);458
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Pasto, El Potrerillo;455
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Popay n, Plaza de mercado del barrio Bol¡var;462
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Tulu  (Valle del Cauca);473
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Valledupar, Mercado Nuevo;457
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo AA;Villavicencio, CAV;455
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Armenia, Mercar;394
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Bogot , D.C., Corabastos;433
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Bogot , D.C., Paloquemao;428
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Bogot , D.C., Plaza Las Flores;430
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Bucaramanga, Centroabastos;393
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;C£cuta, Cenabastos;433
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;C£cuta, La Nueva Sexta;435
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Ibagu‚, Plaza La 21;440
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Medell¡n, Central Mayorista de Antioquia;446
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";445
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo B;Villavicencio, CAV;417
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Armenia, Mercar;444
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Bogot , D.C., Corabastos;493
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Bogot , D.C., Paloquemao;517
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Bogot , D.C., Plaza Las Flores;529
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Cali, Galer¡a Alameda;502
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Cali, La Floresta;499
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Cali, Silo‚;510
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;C£cuta, Cenabastos;476
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;C£cuta, La Nueva Sexta;482
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Ibagu‚, Plaza La 21;505
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Medell¡n, Central Mayorista de Antioquia;522
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";523
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Neiva, Surabastos;505
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Pasto, El Potrerillo;470
1/03/2022;LACTEOS Y HUEVOS;Huevo rojo extra;Villavicencio, CAV;473
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;38435
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Barranquillita;31373
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Granabastos;31069
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Bogot , D.C., Corabastos;31756
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;32308
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Mercados del centro;33819
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);29223
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Cali, La Floresta;29611
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Cali, Santa Elena;28725
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Cali, Silo‚;29544
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Cartago (Valle del Cauca);29267
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;C£cuta, Cenabastos;25430
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;C£cuta, La Nueva Sexta;24805
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Medell¡n, Central Mayorista de Antioquia;25000
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;"Medell¡n, Plaza Minorista ""Jos‚ Mar¡a Villa""";25358
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Palmira (Valle del Cauca);29899
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Pamplona (Norte de Santander);21451
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;23978
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;32757
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Popay n, Plaza de mercado del barrio Bol¡var;27343
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Sincelejo, Nuevo Mercado;32118
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Tulu  (Valle del Cauca);29981
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Valledupar, Mercado Nuevo;32205
1/03/2022;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;34897
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Armenia, Mercar;17667
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Bogot , D.C., Corabastos;11345
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Bogot , D.C., Paloquemao;12635
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Bogot , D.C., Plaza Espa¤a;12697
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Bogot , D.C., Plaza Las Flores;11210
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Bucaramanga, Mercados del centro;14867
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Cali, Galer¡a Alameda;15267
1/03/2022;LACTEOS Y HUEVOS;Queso campesino;Cali, La Floresta;14458
