Fecha;Grupo;Producto;Mercado;Precio_por_kilogramo
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Medellín, Central Mayorista de Antioquia;1407
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Montería, Mercado del Sur;1472
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Bucaramanga, Centroabastos;1160
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Cúcuta, Cenabastos;2280
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Barranquillita;1567
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Granabastos;1566
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Cartagena, Bazurto;1560
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Montería, Mercado del Sur;991
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Sincelejo, Nuevo Mercado;1657
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Valledupar, Mercabastos;1697
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Arauca (Arauca);1549
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Armenia, Mercar;2429
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Bucaramanga, Centroabastos;1190
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Cartago (Valle del Cauca);2222
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Florencia (Caquetá);1248
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Ipiales (Nariño), Ipiales somos todos;1800
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;La Ceja (Antioquia);1599
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Manizales, Centro Galerías;1947
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Medellín, Central Mayorista de Antioquia;2210
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;"Medellín, Plaza Minorista ""José María Villa""";2195
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Montería, Mercado del Sur;2123
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, La 41;1561
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, Mercasa;1677
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Rionegro (Antioquia);1411
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Sincelejo, Nuevo Mercado;1225
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Sonsón (Antioquia);1221
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Túquerres (Nariño);1768
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Ubaté (Cundinamarca);1050
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Villavicencio, CAV;1321
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca;Yopal (Casanare);1303
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bogotá, D.C., Corabastos;1379
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);2507
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Cavasa;1319
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Santa Helena;1343
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Chiquinquirá (Boyacá);1192
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Duitama (Boyacá);1089
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Ibagué, Plaza La 21;1464
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Neiva, Surabastos;1229
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;San Gil (Santander);1532
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Socorro (Santander);1317
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Sogamoso (Boyacá);1047
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tunja, Complejo de Servicios del Sur;1018
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Valledupar, Mercabastos;1468
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Barranquillita;1463
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Granabastos;1354
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cartagena, Bazurto;1715
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cúcuta, Cenabastos;1150
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Pamplona (Norte de Santander);911
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Santa Marta (Magdalena);2033
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Valledupar, Mercabastos;1350
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;La Unión (Nariño);1094
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Palmira (Valle del Cauca);1134
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Pasto, El Potrerillo;936
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Popayán, Plaza de mercado del barrio Bolívar;1133
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Cavasa;1430
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Santa Helena;1488
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Palmira (Valle del Cauca);1325
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla puerro;Bogotá, D.C., Corabastos;2067
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla puerro;Cúcuta, Cenabastos;2892
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla puerro;Medellín, Central Mayorista de Antioquia;2650
1/01/2020;VERDURAS Y HORTALIZAS;Cebolla puerro;Pamplona (Norte de Santander);2083
1/01/2020;VERDURAS Y HORTALIZAS;Cebollín chino;Barranquilla, Barranquillita;4390
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Mercar;673
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Retiro;659
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Barranquilla, Barranquillita;971
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bogotá, D.C., Corabastos;1226
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bucaramanga, Centroabastos;998
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);1163
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Cavasa;1062
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Santa Helena;1099
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartagena, Bazurto;916
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartago (Valle del Cauca);990
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Chiquinquirá (Boyacá);1100
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cúcuta, Cenabastos;1048
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Duitama (Boyacá);1037
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ibagué, Plaza La 21;833
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ipiales (Nariño), Ipiales somos todos;773
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Manizales, Centro Galerías;937
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Marinilla (Antioquia);855
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Medellín, Central Mayorista de Antioquia;1220
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;"Medellín, Plaza Minorista ""José María Villa""";1038
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Montería, Mercado del Sur;648
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Neiva, Surabastos;887
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pamplona (Norte de Santander);643
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pasto, El Potrerillo;578
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Peñol (Antioquia);826
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Popayán, Plaza de mercado del barrio Bolívar;460
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Rionegro (Antioquia);1006
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Gil (Santander);1275
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Vicente (Antioquia);594
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Santa Marta (Magdalena);1186
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sincelejo, Nuevo Mercado;872
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Socorro (Santander);1375
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sogamoso (Boyacá);1329
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sonsón (Antioquia);717
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Tunja, Complejo de Servicios del Sur;1000
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ubaté (Cundinamarca);933
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Valledupar, Mercabastos;1120
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Villavicencio, CAV;1342
1/01/2020;VERDURAS Y HORTALIZAS;Chócolo mazorca;Yopal (Casanare);1791
1/01/2020;VERDURAS Y HORTALIZAS;Cidra;Bogotá, D.C., Corabastos;759
1/01/2020;VERDURAS Y HORTALIZAS;Cidra;Marinilla (Antioquia);346
1/01/2020;VERDURAS Y HORTALIZAS;Cidra;Medellín, Central Mayorista de Antioquia;572
1/01/2020;VERDURAS Y HORTALIZAS;Cidra;Peñol (Antioquia);426
1/01/2020;VERDURAS Y HORTALIZAS;Cidra;San Vicente (Antioquia);388
1/01/2020;VERDURAS Y HORTALIZAS;Cidra;Villavicencio, CAV;987
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Arauca (Arauca);4454
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Armenia, Mercar;3489
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Barranquilla, Barranquillita;6631
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Bogotá, D.C., Corabastos;1962
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Bucaramanga, Centroabastos;5103
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);2843
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Cali, Cavasa;2688
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Cali, Santa Helena;2333
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Cartagena, Bazurto;3763
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Cartago (Valle del Cauca);3093
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Chiquinquirá (Boyacá);2135
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Cúcuta, Cenabastos;4172
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Duitama (Boyacá);2391
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Florencia (Caquetá);3700
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Ibagué, Plaza La 21;2047
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Ipiales (Nariño), Ipiales somos todos;3550
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;La Ceja (Antioquia);2314
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Manizales, Centro Galerías;5344
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Marinilla (Antioquia);2252
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Medellín, Central Mayorista de Antioquia;2742
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;"Medellín, Plaza Minorista ""José María Villa""";2744
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Montería, Mercado del Sur;4529
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Neiva, Surabastos;5788
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Palmira (Valle del Cauca);2625
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Pamplona (Norte de Santander);2069
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Pasto, El Potrerillo;7181
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Pereira, La 41;2426
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Pereira, Mercasa;2358
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Popayán, Plaza de mercado del barrio Bolívar;2667
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Rionegro (Antioquia);2793
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;San Gil (Santander);4000
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Santa Marta (Magdalena);3873
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Sincelejo, Nuevo Mercado;3314
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Socorro (Santander);4000
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Sogamoso (Boyacá);2453
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Tuluá (Valle del Cauca);3708
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Tunja, Complejo de Servicios del Sur;1818
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Ubaté (Cundinamarca);2113
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Valledupar, Mercabastos;2423
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Valledupar, Mercado Nuevo;2423
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Villavicencio, CAV;2696
1/01/2020;VERDURAS Y HORTALIZAS;Cilantro;Yopal (Casanare);4000
1/01/2020;VERDURAS Y HORTALIZAS;Coles;Barranquilla, Barranquillita;3618
1/01/2020;VERDURAS Y HORTALIZAS;Coles;Bogotá, D.C., Corabastos;2133
1/01/2020;VERDURAS Y HORTALIZAS;Coles;Medellín, Central Mayorista de Antioquia;1000
1/01/2020;VERDURAS Y HORTALIZAS;Coles;"Medellín, Plaza Minorista ""José María Villa""";1194
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Armenia, Mercar;2111
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Barranquilla, Barranquillita;5944
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Barranquilla, Granabastos;5253
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Bogotá, D.C., Corabastos;1589
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Bucaramanga, Centroabastos;3426
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Cali, Cavasa;2343
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Cali, Santa Helena;2096
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Cartagena, Bazurto;5950
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Cartago (Valle del Cauca);1804
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Chiquinquirá (Boyacá);1671
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Cúcuta, Cenabastos;3777
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Duitama (Boyacá);1717
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Ipiales (Nariño), Ipiales somos todos;1747
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Manizales, Centro Galerías;3156
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Marinilla (Antioquia);1407
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Medellín, Central Mayorista de Antioquia;2751
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;"Medellín, Plaza Minorista ""José María Villa""";2611
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Neiva, Surabastos;2274
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Palmira (Valle del Cauca);2229
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Pamplona (Norte de Santander);2125
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Pasto, El Potrerillo;1396
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Pereira, La 41;2134
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Pereira, Mercasa;2523
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Popayán, Plaza de mercado del barrio Bolívar;1698
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Sogamoso (Boyacá);1663
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Tunja, Complejo de Servicios del Sur;2443
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Túquerres (Nariño);1875
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Ubaté (Cundinamarca);1713
1/01/2020;VERDURAS Y HORTALIZAS;Coliflor;Villavicencio, CAV;2115
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Armenia, Mercar;2974
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Barranquilla, Barranquillita;5944
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Barranquilla, Granabastos;5034
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Bogotá, D.C., Corabastos;1863
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Bucaramanga, Centroabastos;2832
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Cartagena, Bazurto;5750
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Chiquinquirá (Boyacá);1745
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Duitama (Boyacá);1875
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Ibagué, Plaza La 21;2852
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Ipiales (Nariño), Ipiales somos todos;1547
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Manizales, Centro Galerías;3125
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Medellín, Central Mayorista de Antioquia;1340
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;"Medellín, Plaza Minorista ""José María Villa""";1754
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Neiva, Surabastos;2865
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Pamplona (Norte de Santander);2000
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Pasto, El Potrerillo;2444
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Sogamoso (Boyacá);3951
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Tunja, Complejo de Servicios del Sur;1895
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Ubaté (Cundinamarca);1765
1/01/2020;VERDURAS Y HORTALIZAS;Espinaca;Villavicencio, CAV;2081
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde bolo;Cúcuta, Cenabastos;2557
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde bolo;Pamplona (Norte de Santander);1784
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Bogotá, D.C., Corabastos;2464
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Cali, Cavasa;2171
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Cali, Santa Helena;2308
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Chiquinquirá (Boyacá);1996
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Duitama (Boyacá);2242
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;El Carmen de Viboral (Antioquia);1544
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;El Santuario (Antioquia);1702
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;La Ceja (Antioquia);2002
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;La Unión (Nariño);1850
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Marinilla (Antioquia);1713
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Medellín, Central Mayorista de Antioquia;1707
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;"Medellín, Plaza Minorista ""José María Villa""";1898
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Pasto, El Potrerillo;1967
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Peñol (Antioquia);1759
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Popayán, Plaza de mercado del barrio Bolívar;2147
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Rionegro (Antioquia);1964
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;San Vicente (Antioquia);1675
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Sogamoso (Boyacá);2341
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Sonsón (Antioquia);1613
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tuluá (Valle del Cauca);2320
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tunja, Complejo de Servicios del Sur;2063
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Villavicencio, CAV;2485
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Yopal (Casanare);2818
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Arauca (Arauca);3100
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Armenia, Mercar;2307
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Barranquilla, Barranquillita;5667
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Barranquilla, Granabastos;4975
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Bucaramanga, Centroabastos;2065
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);3182
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Cartago (Valle del Cauca);2881
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Chiquinquirá (Boyacá);1417
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Cúcuta, Cenabastos;1667
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Ibagué, Plaza La 21;2056
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Ipiales (Nariño), Ipiales somos todos;1602
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;La Unión (Nariño);1750
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Manizales, Centro Galerías;2583
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Montería, Mercado del Sur;3010
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Neiva, Surabastos;2211
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Pamplona (Norte de Santander);1211
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Pereira, La 41;2446
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Pereira, Mercasa;2362
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;San Gil (Santander);2437
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Sincelejo, Nuevo Mercado;2571
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Socorro (Santander);1993
1/01/2020;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Tunja, Complejo de Servicios del Sur;1366
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Bogotá, D.C., Corabastos;1364
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Chiquinquirá (Boyacá);913
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Cúcuta, Cenabastos;1000
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Duitama (Boyacá);817
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Ipiales (Nariño), Ipiales somos todos;739
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;La Unión (Nariño);979
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Pamplona (Norte de Santander);978
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Sogamoso (Boyacá);674
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Tunja, Complejo de Servicios del Sur;927
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Túquerres (Nariño);1146
1/01/2020;VERDURAS Y HORTALIZAS;Haba verde;Ubaté (Cundinamarca);788
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Arauca (Arauca);2888
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Armenia, Mercar;2047
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Barranquilla, Barranquillita;2518
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Barranquilla, Granabastos;2520
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Bogotá, D.C., Corabastos;2293
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Bucaramanga, Centroabastos;2010
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);2812
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Cali, Cavasa;2376
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Cali, Santa Helena;2187
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Cartagena, Bazurto;2542
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Cartago (Valle del Cauca);1852
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Chiquinquirá (Boyacá);2575
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Cúcuta, Cenabastos;1881
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Duitama (Boyacá);3083
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;El Santuario (Antioquia);1592
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Florencia (Caquetá);1870
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Ibagué, Plaza La 21;1641
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Ipiales (Nariño), Ipiales somos todos;2875
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;La Ceja (Antioquia);1795
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Manizales, Centro Galerías;1680
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Marinilla (Antioquia);1598
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;Medellín, Central Mayorista de Antioquia;1715
1/01/2020;VERDURAS Y HORTALIZAS;Habichuela;"Medellín, Plaza Minorista ""José María Villa""";1967
