Fecha;Grupo;Producto;Mercado;Precio_por_kilogramo
1/07/2020;PESCADOS;Bagre rayado entero congelado;Palmira (Valle del Cauca);19875
1/07/2020;PESCADOS;Bagre rayado entero congelado;Pereira, Mercasa;23833
1/07/2020;PESCADOS;Bagre rayado entero congelado;Popayán, Plaza de mercado del barrio Bolívar;18733
1/07/2020;PESCADOS;Bagre rayado entero fresco;Bogotá, D.C., Paloquemao;22017
1/07/2020;PESCADOS;Bagre rayado entero fresco;Bogotá, D.C., Plaza Las Flores;14183
1/07/2020;PESCADOS;Bagre rayado entero fresco;Bucaramanga, Centroabastos;15244
1/07/2020;PESCADOS;Bagre rayado entero fresco;Cúcuta, La Nueva Sexta;14815
1/07/2020;PESCADOS;Bagre rayado entero fresco;Florencia (Caquetá);15000
1/07/2020;PESCADOS;Bagre rayado entero fresco;Ibagué, Plaza La 21;14933
1/07/2020;PESCADOS;Bagre rayado entero fresco;Valledupar, Mercado Nuevo;15833
1/07/2020;PESCADOS;Bagre rayado entero fresco;Villavicencio, CAV;14000
1/07/2020;PESCADOS;Bagre rayado entero fresco;Yopal (Casanare);13250
1/07/2020;PESCADOS;Basa, filete congelado importado;Bogotá, D.C., Corabastos;9607
1/07/2020;PESCADOS;Basa, filete congelado importado;Bogotá, D.C., Paloquemao;10983
1/07/2020;PESCADOS;Basa, filete congelado importado;Bogotá, D.C., Plaza Las Flores;8033
1/07/2020;PESCADOS;Basa, filete congelado importado;Bucaramanga, Centroabastos;6014
1/07/2020;PESCADOS;Basa, filete congelado importado;Cali, Galería Alameda;10875
1/07/2020;PESCADOS;Basa, filete congelado importado;Cali, Santa Helena;9125
1/07/2020;PESCADOS;Basa, filete congelado importado;Cúcuta, La Nueva Sexta;7759
1/07/2020;PESCADOS;Basa, filete congelado importado;Medellín, Central Mayorista de Antioquia;10625
1/07/2020;PESCADOS;Basa, filete congelado importado;Palmira (Valle del Cauca);10406
1/07/2020;PESCADOS;Blanquillo entero fresco;Bogotá, D.C., Plaza Las Flores;12000
1/07/2020;PESCADOS;Blanquillo entero fresco;Bucaramanga, Centroabastos;12369
1/07/2020;PESCADOS;Blanquillo entero fresco;Valledupar, Mercado Nuevo;12867
1/07/2020;PESCADOS;Bocachico criollo fresco;Bogotá, D.C., Plaza Las Flores;12800
1/07/2020;PESCADOS;Bocachico criollo fresco;Cúcuta, La Nueva Sexta;9406
1/07/2020;PESCADOS;Bocachico criollo fresco;Montería, Mercado del Sur;12750
1/07/2020;PESCADOS;Bocachico criollo fresco;Neiva, Surabastos;15000
1/07/2020;PESCADOS;Bocachico criollo fresco;Valledupar, Mercado Nuevo;20000
1/07/2020;PESCADOS;Bocachico criollo fresco;Villavicencio, CAV;13500
1/07/2020;PESCADOS;Bocachico criollo fresco;Yopal (Casanare);9000
1/07/2020;PESCADOS;Bocachico importado congelado;Armenia, Mercar;8680
1/07/2020;PESCADOS;Bocachico importado congelado;Barranquilla, Barranquillita;8553
1/07/2020;PESCADOS;Bocachico importado congelado;Bogotá, D.C., Plaza Las Flores;8500
1/07/2020;PESCADOS;Bocachico importado congelado;Cali, Galería Alameda;9675
1/07/2020;PESCADOS;Bocachico importado congelado;Cali, Santa Helena;7683
1/07/2020;PESCADOS;Bocachico importado congelado;Cartagena, Bazurto;9245
1/07/2020;PESCADOS;Bocachico importado congelado;Cúcuta, La Nueva Sexta;8556
1/07/2020;PESCADOS;Bocachico importado congelado;Manizales, Centro Galerías;7250
1/07/2020;PESCADOS;Bocachico importado congelado;Medellín, Central Mayorista de Antioquia;8510
1/07/2020;PESCADOS;Bocachico importado congelado;Montería, Mercado del Sur;9080
1/07/2020;PESCADOS;Bocachico importado congelado;Palmira (Valle del Cauca);8200
1/07/2020;PESCADOS;Bocachico importado congelado;Pereira, Mercasa;8375
1/07/2020;PESCADOS;Bocachico importado congelado;Popayán, Plaza de mercado del barrio Bolívar;8180
1/07/2020;PESCADOS;Bocachico importado congelado;Santa Marta (Magdalena);8375
1/07/2020;PESCADOS;Bocachico importado congelado;Sincelejo, Nuevo Mercado;8167
1/07/2020;PESCADOS;Bocachico importado congelado;Tuluá (Valle del Cauca);9500
1/07/2020;PESCADOS;Bocachico importado congelado;Valledupar, Mercado Nuevo;8875
1/07/2020;PESCADOS;Cachama de cultivo fresca;Arauca (Arauca);11000
1/07/2020;PESCADOS;Cachama de cultivo fresca;Bogotá, D.C., Plaza Las Flores;6883
1/07/2020;PESCADOS;Cachama de cultivo fresca;Bucaramanga, Centroabastos;8000
1/07/2020;PESCADOS;Cachama de cultivo fresca;Cúcuta, La Nueva Sexta;7981
1/07/2020;PESCADOS;Cachama de cultivo fresca;Ibagué, Plaza La 21;7200
1/07/2020;PESCADOS;Cachama de cultivo fresca;Montería, Mercado del Sur;7510
1/07/2020;PESCADOS;Cachama de cultivo fresca;Neiva, Surabastos;7000
1/07/2020;PESCADOS;Cachama de cultivo fresca;Villavicencio, CAV;7705
1/07/2020;PESCADOS;Cachama de cultivo fresca;Yopal (Casanare);7500
1/07/2020;PESCADOS;Calamar anillos;Bogotá, D.C., Corabastos;23317
1/07/2020;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;27229
1/07/2020;PESCADOS;Calamar anillos;Cali, Galería Alameda;19817
1/07/2020;PESCADOS;Calamar anillos;Cali, Santa Helena;21350
1/07/2020;PESCADOS;Calamar anillos;Medellín, Central Mayorista de Antioquia;25000
1/07/2020;PESCADOS;Calamar anillos;Tuluá (Valle del Cauca);19000
1/07/2020;PESCADOS;Calamar blanco entero;Bogotá, D.C., Corabastos;12010
1/07/2020;PESCADOS;Calamar blanco entero;Bogotá, D.C., Paloquemao;13779
1/07/2020;PESCADOS;Calamar blanco entero;Cali, Santa Helena;13450
1/07/2020;PESCADOS;Calamar blanco entero;Palmira (Valle del Cauca);12563
1/07/2020;PESCADOS;Calamar blanco entero;Tuluá (Valle del Cauca);13700
1/07/2020;PESCADOS;Calamar morado entero;Tuluá (Valle del Cauca);17500
1/07/2020;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;34125
1/07/2020;PESCADOS;Camarón tigre precocido seco;Cali, Galería Alameda;29850
1/07/2020;PESCADOS;Camarón tigre precocido seco;Cali, Santa Helena;29508
1/07/2020;PESCADOS;Camarón tigre precocido seco;Medellín, Central Mayorista de Antioquia;34145
1/07/2020;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;32467
1/07/2020;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);31000
1/07/2020;PESCADOS;Camarón tití precocido seco;Armenia, Mercar;27000
1/07/2020;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;27350
1/07/2020;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Paloquemao;30552
1/07/2020;PESCADOS;Camarón tití precocido seco;Pereira, Mercasa;16133
1/07/2020;PESCADOS;Camarón tití precocido seco;Popayán, Plaza de mercado del barrio Bolívar;15400
1/07/2020;PESCADOS;Camarón tití precocido seco;Santa Marta (Magdalena);26333
1/07/2020;PESCADOS;Capaz Magdalena fresco;Bogotá, D.C., Plaza Las Flores;8133
1/07/2020;PESCADOS;Cazuela de mariscos (paquete);Bogotá, D.C., Corabastos;11898
1/07/2020;PESCADOS;Cazuela de mariscos (paquete);Bogotá, D.C., Paloquemao;12213
1/07/2020;PESCADOS;Cazuela de mariscos (paquete);Medellín, Central Mayorista de Antioquia;28733
1/07/2020;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);33167
1/07/2020;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;38550
1/07/2020;PESCADOS;Corvina, filete congelado nacional;Cali, Santa Helena;34333
1/07/2020;PESCADOS;Langostino U12;Bogotá, D.C., Paloquemao;71167
1/07/2020;PESCADOS;Langostino U12;Cali, Galería Alameda;65667
1/07/2020;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;86550
1/07/2020;PESCADOS;Langostino 16-20;Bogotá, D.C., Corabastos;61385
1/07/2020;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);40500
1/07/2020;PESCADOS;Langostino 16-20;Cali, Santa Helena;53250
1/07/2020;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;61000
1/07/2020;PESCADOS;Merluza, filete importado;Medellín, Central Mayorista de Antioquia;15625
1/07/2020;PESCADOS;Merluza, filete importado;Palmira (Valle del Cauca);13594
1/07/2020;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;34800
1/07/2020;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;33944
1/07/2020;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;32000
1/07/2020;PESCADOS;Merluza, filete nacional;Cali, Santa Helena;34000
1/07/2020;PESCADOS;Mojarra lora entera congelada;Armenia, Mercar;11800
1/07/2020;PESCADOS;Mojarra lora entera congelada;Barranquilla, Barranquillita;9267
1/07/2020;PESCADOS;Mojarra lora entera congelada;Cartagena, Bazurto;7625
1/07/2020;PESCADOS;Mojarra lora entera fresca;Barranquilla, Barranquillita;7422
1/07/2020;PESCADOS;Mojarra lora entera fresca;Cartagena, Bazurto;7375
1/07/2020;PESCADOS;Mojarra lora entera fresca;Montería, Mercado del Sur;7725
1/07/2020;PESCADOS;Mojarra lora entera fresca;Sincelejo, Nuevo Mercado;6500
1/07/2020;PESCADOS;Mojarra lora entera fresca;Valledupar, Mercado Nuevo;8500
1/07/2020;PESCADOS;Nicuro fresco;Bogotá, D.C., Plaza Las Flores;8286
1/07/2020;PESCADOS;Nicuro fresco;Tunja, Complejo de Servicios del Sur;9933
1/07/2020;PESCADOS;Palmitos de mar;Bogotá, D.C., Corabastos;11015
1/07/2020;PESCADOS;Palmitos de mar;Bogotá, D.C., Paloquemao;11983
1/07/2020;PESCADOS;Palmitos de mar;Medellín, Central Mayorista de Antioquia;11940
1/07/2020;PESCADOS;Pargo rojo entero congelado;Bogotá, D.C., Corabastos;27533
1/07/2020;PESCADOS;Pargo rojo entero congelado;Cali, Galería Alameda;21283
1/07/2020;PESCADOS;Pargo rojo entero congelado;Cali, Santa Helena;16542
1/07/2020;PESCADOS;Pargo rojo entero congelado;Medellín, Central Mayorista de Antioquia;27533
1/07/2020;PESCADOS;Pargo rojo entero congelado;Palmira (Valle del Cauca);19594
1/07/2020;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);22000
1/07/2020;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);21583
1/07/2020;PESCADOS;Pargo rojo platero;Popayán, Plaza de mercado del barrio Bolívar;16200
1/07/2020;PESCADOS;Pescado cabezas;Armenia, Mercar;3180
1/07/2020;PESCADOS;Pescado cabezas;Bogotá, D.C., Paloquemao;6444
1/07/2020;PESCADOS;Pescado cabezas;Cali, Galería Alameda;5542
1/07/2020;PESCADOS;Pescado cabezas;Cali, Santa Helena;5500
1/07/2020;PESCADOS;Pescado cabezas;Palmira (Valle del Cauca);6500
1/07/2020;PESCADOS;Pescado cabezas;Pereira, Mercasa;2833
1/07/2020;PESCADOS;Pescado cabezas;Popayán, Plaza de mercado del barrio Bolívar;4547
1/07/2020;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;34750
1/07/2020;PESCADOS;Salmón, filete congelado;Armenia, Mercar;39000
1/07/2020;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;34883
1/07/2020;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;37042
1/07/2020;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;37833
1/07/2020;PESCADOS;Salmón, filete congelado;Cali, Santa Helena;33750
1/07/2020;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;34750
1/07/2020;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);36219
1/07/2020;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;35400
1/07/2020;PESCADOS;Sierra entera congelada;Armenia, Mercar;15800
1/07/2020;PESCADOS;Sierra entera congelada;Bogotá, D.C., Corabastos;12867
1/07/2020;PESCADOS;Sierra entera congelada;Bogotá, D.C., Paloquemao;13938
1/07/2020;PESCADOS;Sierra entera congelada;Bogotá, D.C., Plaza Las Flores;13833
1/07/2020;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);12083
1/07/2020;PESCADOS;Sierra entera congelada;Cali, Galería Alameda;16100
1/07/2020;PESCADOS;Sierra entera congelada;Cali, Santa Helena;13708
1/07/2020;PESCADOS;Sierra entera congelada;Medellín, Central Mayorista de Antioquia;15475
1/07/2020;PESCADOS;Sierra entera congelada;Palmira (Valle del Cauca);14144
1/07/2020;PESCADOS;Sierra entera congelada;Pereira, Mercasa;15207
1/07/2020;PESCADOS;Sierra entera congelada;Santa Marta (Magdalena);14500
1/07/2020;PESCADOS;Tilapia, filete congelado;Bogotá, D.C., Corabastos;13608
1/07/2020;PESCADOS;Tilapia, filete congelado;Cali, Galería Alameda;15892
1/07/2020;PESCADOS;Tilapia, filete congelado;Cali, Santa Helena;13750
1/07/2020;PESCADOS;Tilapia, filete congelado;Medellín, Central Mayorista de Antioquia;14355
1/07/2020;PESCADOS;Tilapia, filete congelado;Palmira (Valle del Cauca);13875
1/07/2020;PESCADOS;Tilapia, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;13027
1/07/2020;PESCADOS;Tilapia, filete congelado;Tuluá (Valle del Cauca);14820
1/07/2020;PESCADOS;Tilapia, lomitos;Medellín, Central Mayorista de Antioquia;8625
1/07/2020;PESCADOS;Tilapia roja entera congelada;Barranquilla, Barranquillita;11900
1/07/2020;PESCADOS;Tilapia roja entera congelada;Cali, Galería Alameda;12083
1/07/2020;PESCADOS;Tilapia roja entera congelada;Cali, Santa Helena;11150
1/07/2020;PESCADOS;Tilapia roja entera congelada;Cartagena, Bazurto;9694
1/07/2020;PESCADOS;Tilapia roja entera congelada;Medellín, Central Mayorista de Antioquia;11483
1/07/2020;PESCADOS;Tilapia roja entera congelada;Palmira (Valle del Cauca);10500
1/07/2020;PESCADOS;Tilapia roja entera congelada;Pasto, El Potrerillo;11733
1/07/2020;PESCADOS;Tilapia roja entera congelada;Pereira, Mercasa;10427
1/07/2020;PESCADOS;Tilapia roja entera congelada;Popayán, Plaza de mercado del barrio Bolívar;11007
1/07/2020;PESCADOS;Tilapia roja entera congelada;Santa Marta (Magdalena);10667
1/07/2020;PESCADOS;Tilapia roja entera congelada;Tuluá (Valle del Cauca);11500
1/07/2020;PESCADOS;Tilapia roja entera fresca;Arauca (Arauca);11857
1/07/2020;PESCADOS;Tilapia roja entera fresca;Barranquilla, Barranquillita;9585
1/07/2020;PESCADOS;Tilapia roja entera fresca;Bogotá, D.C., Paloquemao;10979
1/07/2020;PESCADOS;Tilapia roja entera fresca;Bogotá, D.C., Plaza Las Flores;8773
1/07/2020;PESCADOS;Tilapia roja entera fresca;Bucaramanga, Centroabastos;10056
1/07/2020;PESCADOS;Tilapia roja entera fresca;Cartagena, Bazurto;10000
1/07/2020;PESCADOS;Tilapia roja entera fresca;Cúcuta, La Nueva Sexta;8444
1/07/2020;PESCADOS;Tilapia roja entera fresca;Florencia (Caquetá);8450
1/07/2020;PESCADOS;Tilapia roja entera fresca;Ibagué, Plaza La 21;8853
1/07/2020;PESCADOS;Tilapia roja entera fresca;Montería, Mercado del Sur;8480
1/07/2020;PESCADOS;Tilapia roja entera fresca;Neiva, Surabastos;8583
1/07/2020;PESCADOS;Tilapia roja entera fresca;Tunja, Complejo de Servicios del Sur;11450
1/07/2020;PESCADOS;Tilapia roja entera fresca;Valledupar, Mercado Nuevo;9900
1/07/2020;PESCADOS;Tilapia roja entera fresca;Villavicencio, CAV;9395
1/07/2020;PESCADOS;Tilapia roja entera fresca;Yopal (Casanare);8600
1/07/2020;PESCADOS;Toyo blanco, filete congelado;Bogotá, D.C., Corabastos;15181
1/07/2020;PESCADOS;Toyo blanco, filete congelado;Bogotá, D.C., Paloquemao;16375
1/07/2020;PESCADOS;Toyo blanco, filete congelado;Cali, Santa Helena;12917
1/07/2020;PESCADOS;Toyo blanco, filete congelado;Palmira (Valle del Cauca);13750
1/07/2020;PESCADOS;Toyo blanco, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;12320
1/07/2020;PESCADOS;Toyo blanco, filete congelado;Tuluá (Valle del Cauca);15500
1/07/2020;PESCADOS;Trucha en corte mariposa;Armenia, Mercar;15100
1/07/2020;PESCADOS;Trucha en corte mariposa;Bogotá, D.C., Corabastos;12750
1/07/2020;PESCADOS;Trucha en corte mariposa;Bogotá, D.C., Paloquemao;15050
1/07/2020;PESCADOS;Trucha en corte mariposa;Bogotá, D.C., Plaza Las Flores;12042
1/07/2020;PESCADOS;Trucha en corte mariposa;Cali, Galería Alameda;16000
1/07/2020;PESCADOS;Trucha en corte mariposa;Cali, Santa Helena;15167
1/07/2020;PESCADOS;Trucha en corte mariposa;Manizales, Centro Galerías;15167
1/07/2020;PESCADOS;Trucha en corte mariposa;Medellín, Central Mayorista de Antioquia;14500
1/07/2020;PESCADOS;Trucha en corte mariposa;Palmira (Valle del Cauca);14719
1/07/2020;PESCADOS;Trucha en corte mariposa;Pereira, Mercasa;12000
1/07/2020;PESCADOS;Trucha en corte mariposa;Popayán, Plaza de mercado del barrio Bolívar;15973
1/07/2020;PESCADOS;Trucha entera fresca;Pasto, El Potrerillo;12000
1/07/2020;PROCESADOS;Aceite girasol;Barranquilla, Barranquillita;9799
1/07/2020;PROCESADOS;Aceite girasol;Barranquilla, Granabastos;9731
1/07/2020;PROCESADOS;Aceite girasol;Cartagena, Bazurto;7671
1/07/2020;PROCESADOS;Aceite girasol;Medellín, Central Mayorista de Antioquia;10844
1/07/2020;PROCESADOS;Aceite girasol;Montería, Mercado del Sur;7745
1/07/2020;PROCESADOS;Aceite girasol;Santa Marta (Magdalena);7704
1/07/2020;PROCESADOS;Aceite girasol;Sincelejo, Nuevo Mercado;6909
1/07/2020;PROCESADOS;Aceite girasol;Valledupar, Mercado Nuevo;10289
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Armenia, Mercar;6529
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Barranquilla, Barranquillita;5464
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Barranquilla, Granabastos;5079
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Bogotá, D.C., Corabastos;5483
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Bogotá, D.C., Paloquemao;7194
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Bogotá, D.C., Plaza España;5969
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Bucaramanga, Centroabastos;5943
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Bucaramanga, Mercados del centro;6040
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);5669
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cali, La Floresta;6650
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cali, Santa Helena;6438
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cali, Siloé;6676
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cartagena, Bazurto;5114
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cartago (Valle del Cauca);5639
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cúcuta, Cenabastos;4822
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Cúcuta, La Nueva Sexta;5313
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Florencia (Caquetá);5083
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Ibagué, Plaza La 21;5061
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Manizales, Centro Galerías;5991
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Medellín, Central Mayorista de Antioquia;5229
1/07/2020;PROCESADOS;Aceite vegetal mezcla;"Medellín, Plaza Minorista ""José María Villa""";5417
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Montería, Mercado del Sur;4197
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Neiva, Surabastos;4822
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Palmira (Valle del Cauca);6327
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Pamplona (Norte de Santander);4302
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Pasto, El Potrerillo;4537
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Pereira, Mercasa;5808
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Popayán, Plaza de mercado del barrio Bolívar;4599
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Santa Marta (Magdalena);6013
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Sincelejo, Nuevo Mercado;4118
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Tuluá (Valle del Cauca);6597
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Valledupar, Mercado Nuevo;5261
1/07/2020;PROCESADOS;Aceite vegetal mezcla;Villavicencio, CAV;6726
1/07/2020;PROCESADOS;Arveja enlatada;Medellín, Central Mayorista de Antioquia;7037
1/07/2020;PROCESADOS;Arveja enlatada;"Medellín, Plaza Minorista ""José María Villa""";9236
1/07/2020;PROCESADOS;Arveja enlatada;Pereira, Mercasa;7293
1/07/2020;PROCESADOS;Arveja enlatada;Santa Marta (Magdalena);6439
1/07/2020;PROCESADOS;Arveja enlatada;Valledupar, Mercado Nuevo;8174
1/07/2020;PROCESADOS;Avena en hojuelas;Armenia, Mercar;7465
1/07/2020;PROCESADOS;Avena en hojuelas;Barranquilla, Barranquillita;7345
1/07/2020;PROCESADOS;Avena en hojuelas;Barranquilla, Granabastos;7165
1/07/2020;PROCESADOS;Avena en hojuelas;Bogotá, D.C., Corabastos;7353
1/07/2020;PROCESADOS;Avena en hojuelas;Bogotá, D.C., Paloquemao;7320
1/07/2020;PROCESADOS;Avena en hojuelas;Bogotá, D.C., Plaza España;7449
1/07/2020;PROCESADOS;Avena en hojuelas;Bucaramanga, Centroabastos;7298
1/07/2020;PROCESADOS;Avena en hojuelas;Bucaramanga, Mercados del centro;6948
1/07/2020;PROCESADOS;Avena en hojuelas;Cali, La Floresta;8076
1/07/2020;PROCESADOS;Avena en hojuelas;Cali, Santa Helena;8087
1/07/2020;PROCESADOS;Avena en hojuelas;Cali, Siloé;8167
1/07/2020;PROCESADOS;Avena en hojuelas;Cartagena, Bazurto;7783
1/07/2020;PROCESADOS;Avena en hojuelas;Cartago (Valle del Cauca);7434
1/07/2020;PROCESADOS;Avena en hojuelas;Cúcuta, Cenabastos;6719
1/07/2020;PROCESADOS;Avena en hojuelas;Cúcuta, La Nueva Sexta;7805
1/07/2020;PROCESADOS;Avena en hojuelas;Ibagué, Plaza La 21;7450
1/07/2020;PROCESADOS;Avena en hojuelas;Neiva, Surabastos;7232
1/07/2020;PROCESADOS;Avena en hojuelas;Palmira (Valle del Cauca);8471
1/07/2020;PROCESADOS;Avena en hojuelas;Pamplona (Norte de Santander);6889
1/07/2020;PROCESADOS;Avena en hojuelas;Pereira, Mercasa;7963
1/07/2020;PROCESADOS;Avena en hojuelas;Popayán, Plaza de mercado del barrio Bolívar;7387
1/07/2020;PROCESADOS;Avena en hojuelas;Santa Marta (Magdalena);6901
1/07/2020;PROCESADOS;Avena en hojuelas;Tuluá (Valle del Cauca);7183
1/07/2020;PROCESADOS;Avena en hojuelas;Valledupar, Mercado Nuevo;5794
1/07/2020;PROCESADOS;Avena en hojuelas;Villavicencio, CAV;7942
1/07/2020;PROCESADOS;Avena molida;Barranquilla, Barranquillita;7328
1/07/2020;PROCESADOS;Avena molida;Barranquilla, Granabastos;7351
1/07/2020;PROCESADOS;Avena molida;Bogotá, D.C., Corabastos;6505
1/07/2020;PROCESADOS;Avena molida;Bogotá, D.C., Paloquemao;6623
1/07/2020;PROCESADOS;Avena molida;Bogotá, D.C., Plaza España;6350
1/07/2020;PROCESADOS;Avena molida;Cali, La Floresta;8042
1/07/2020;PROCESADOS;Avena molida;Cali, Santa Helena;8111
1/07/2020;PROCESADOS;Avena molida;Cali, Siloé;8253
1/07/2020;PROCESADOS;Avena molida;Ibagué, Plaza La 21;7450
1/07/2020;PROCESADOS;Avena molida;Neiva, Surabastos;7260
1/07/2020;PROCESADOS;Avena molida;Palmira (Valle del Cauca);8471
1/07/2020;PROCESADOS;Avena molida;Pereira, Mercasa;7963
1/07/2020;PROCESADOS;Avena molida;Popayán, Plaza de mercado del barrio Bolívar;7507
1/07/2020;PROCESADOS;Avena molida;Sincelejo, Nuevo Mercado;7669
1/07/2020;PROCESADOS;Avena molida;Tuluá (Valle del Cauca);7174
1/07/2020;PROCESADOS;Avena molida;Valledupar, Mercado Nuevo;7222
1/07/2020;PROCESADOS;Avena molida;Villavicencio, CAV;7942
1/07/2020;PROCESADOS;Azúcar morena;Bogotá, D.C., Corabastos;2674
1/07/2020;PROCESADOS;Azúcar morena;Bogotá, D.C., Plaza España;2777
1/07/2020;PROCESADOS;Azúcar morena;Cali, La Floresta;2653
1/07/2020;PROCESADOS;Azúcar morena;Cali, Santa Helena;2553
1/07/2020;PROCESADOS;Azúcar morena;Cali, Siloé;2640
1/07/2020;PROCESADOS;Azúcar morena;Cartago (Valle del Cauca);2693
1/07/2020;PROCESADOS;Azúcar morena;Ibagué, Plaza La 21;2593
1/07/2020;PROCESADOS;Azúcar morena;Medellín, Central Mayorista de Antioquia;2677
1/07/2020;PROCESADOS;Azúcar morena;"Medellín, Plaza Minorista ""José María Villa""";2792
1/07/2020;PROCESADOS;Azúcar morena;Pamplona (Norte de Santander);2960
1/07/2020;PROCESADOS;Azúcar morena;Pasto, El Potrerillo;2670
1/07/2020;PROCESADOS;Azúcar morena;Tuluá (Valle del Cauca);2573
1/07/2020;PROCESADOS;Azúcar morena;Villavicencio, CAV;2935
1/07/2020;PROCESADOS;Azúcar refinada;Barranquilla, Barranquillita;2806
1/07/2020;PROCESADOS;Azúcar refinada;Barranquilla, Granabastos;2787
1/07/2020;PROCESADOS;Azúcar refinada;Bucaramanga, Centroabastos;2762
1/07/2020;PROCESADOS;Azúcar refinada;Bucaramanga, Mercados del centro;2836
1/07/2020;PROCESADOS;Azúcar refinada;Cartagena, Bazurto;2813
1/07/2020;PROCESADOS;Azúcar refinada;Cúcuta, Cenabastos;2496
1/07/2020;PROCESADOS;Azúcar refinada;Ibagué, Plaza La 21;2565
1/07/2020;PROCESADOS;Azúcar refinada;Medellín, Central Mayorista de Antioquia;2586
1/07/2020;PROCESADOS;Azúcar refinada;Montería, Mercado del Sur;2195
1/07/2020;PROCESADOS;Azúcar refinada;Neiva, Surabastos;2273
1/07/2020;PROCESADOS;Azúcar refinada;Pamplona (Norte de Santander);2365
1/07/2020;PROCESADOS;Azúcar refinada;Pasto, El Potrerillo;2296
1/07/2020;PROCESADOS;Azúcar refinada;Santa Marta (Magdalena);2669
1/07/2020;PROCESADOS;Azúcar refinada;Valledupar, Mercado Nuevo;2720
1/07/2020;PROCESADOS;Azúcar refinada;Villavicencio, CAV;2897
1/07/2020;PROCESADOS;Azúcar sulfitada;Armenia, Mercar;2507
1/07/2020;PROCESADOS;Azúcar sulfitada;Barranquilla, Barranquillita;2367
1/07/2020;PROCESADOS;Azúcar sulfitada;Barranquilla, Granabastos;2339
1/07/2020;PROCESADOS;Azúcar sulfitada;Bogotá, D.C., Corabastos;2335
1/07/2020;PROCESADOS;Azúcar sulfitada;Bogotá, D.C., Paloquemao;2860
1/07/2020;PROCESADOS;Azúcar sulfitada;Bogotá, D.C., Plaza España;2442
1/07/2020;PROCESADOS;Azúcar sulfitada;Bucaramanga, Centroabastos;2356
